age;education;sex;workhour;earning
31;9;1;40;1
37;10;1;50;2
28;9;1;40;1
25;4;1;40;1
31;10;1;50;1
29;9;1;40;1
45;9;2;35;1
69;4;1;20;1
50;7;1;40;1
54;16;1;46;2
17;5;2;20;1
34;9;1;35;2
32;9;2;5;1
23;10;1;40;1
66;13;1;45;2
61;9;1;40;1
55;10;2;40;1
24;9;1;40;1
30;9;1;30;1
49;11;1;45;2
21;10;2;3;1
56;9;1;50;2
25;9;1;40;1
49;13;1;40;1
58;13;1;40;2
40;13;1;40;1
62;14;2;45;1
54;13;1;25;2
34;11;2;40;1
18;6;1;30;1
28;7;2;40;1
32;9;1;40;1
22;13;2;35;1
34;13;1;48;1
53;13;1;30;2
47;9;1;40;1
19;10;2;40;1
41;10;1;55;2
46;10;2;40;1
56;4;1;20;1
42;9;2;40;1
25;13;2;35;1
42;9;1;50;1
43;13;2;40;2
17;7;2;12;1
57;4;1;40;2
40;14;1;50;2
62;9;2;40;1
20;10;1;16;1
47;10;1;50;1
40;10;1;40;1
44;9;2;40;2
48;13;1;55;1
39;11;1;60;2
46;10;1;40;2
72;15;1;50;2
53;9;1;30;1
47;10;1;40;2
40;9;1;45;1
34;9;1;40;1
41;9;1;40;1
41;9;1;40;1
20;10;1;35;1
42;2;1;60;1
54;13;1;50;1
39;13;2;40;1
37;9;1;40;1
59;16;1;40;1
69;3;1;40;1
24;13;2;35;1
36;11;1;40;2
21;10;1;30;1
68;9;1;32;1
20;10;1;40;1
26;11;2;35;1
48;8;2;50;1
39;15;1;50;2
21;12;2;18;1
22;9;2;42;1
34;11;2;40;1
33;10;1;45;2
46;5;1;40;1
47;7;1;40;2
65;13;1;40;2
23;9;1;40;1
28;10;2;30;1
34;9;1;60;2
20;10;1;40;1
28;7;1;40;1
52;13;1;60;1
40;14;2;38;2
22;13;2;7;1
29;9;1;45;1
31;4;1;60;1
42;14;1;40;2
38;9;2;40;1
22;7;1;70;2
21;10;1;40;1
43;5;1;40;1
43;13;1;50;2
33;10;1;50;1
17;6;1;35;1
54;15;1;50;2
45;9;2;40;1
55;6;1;45;1
51;9;1;35;2
65;6;1;40;1
21;13;2;45;1
40;9;2;40;1
58;10;2;37;1
53;9;2;58;1
39;14;1;50;2
56;9;1;40;1
37;10;1;50;1
44;13;1;40;1
49;5;1;38;1
36;10;1;50;2
59;13;1;60;1
33;9;2;40;1
36;15;1;50;2
26;10;2;25;1
22;6;2;25;1
25;14;1;40;1
28;10;2;15;1
41;12;2;38;1
45;11;1;70;1
43;9;1;40;1
30;5;1;40;1
33;9;1;50;1
34;10;1;40;1
21;11;1;30;1
31;13;1;45;2
48;3;1;40;1
22;10;2;20;1
47;10;2;60;1
27;13;2;40;1
18;7;1;25;1
43;14;1;40;2
36;10;2;20;1
37;9;1;40;1
24;11;1;20;1
24;9;1;40;1
38;13;1;70;1
48;13;1;40;2
75;2;2;16;1
43;13;1;70;2
64;13;2;50;1
67;16;1;5;2
36;9;2;40;1
53;10;1;40;1
22;10;1;20;1
73;9;2;36;1
46;9;2;40;1
45;9;1;40;1
43;9;1;40;2
20;9;1;20;1
43;10;1;40;1
21;8;1;48;1
40;9;2;25;1
36;13;1;40;2
64;13;1;45;1
19;10;2;40;1
46;10;1;38;2
46;14;2;65;2
41;13;2;70;1
29;10;2;8;1
28;10;2;40;1
23;10;1;45;1
30;13;2;60;2
44;13;2;40;1
27;9;1;45;2
25;9;2;34;1
29;6;1;40;1
54;9;1;40;2
27;13;1;65;1
34;9;1;35;1
38;10;1;50;1
24;9;2;40;1
56;14;2;40;2
35;9;1;62;1
23;11;2;30;1
23;10;1;40;1
19;10;2;20;1
42;15;1;35;2
46;13;1;45;2
48;9;2;84;1
27;9;1;40;1
22;12;1;15;1
49;10;1;70;2
23;10;1;20;1
24;9;1;40;1
34;9;1;40;1
25;9;1;40;1
33;10;1;50;1
22;12;2;27;1
54;9;2;30;1
39;14;2;40;1
25;13;2;40;1
75;9;1;26;1
28;9;1;30;1
50;13;2;50;1
62;13;1;55;2
40;9;1;40;1
58;13;2;37;1
24;12;2;40;1
21;9;2;30;1
40;13;1;50;2
45;11;1;42;2
48;9;1;60;1
34;9;1;70;1
23;9;2;40;1
43;14;2;50;2
42;10;1;40;1
39;13;1;50;2
52;9;1;60;1
21;10;2;35;1
56;13;2;60;1
48;9;2;40;2
37;9;2;70;2
25;9;1;35;1
40;13;1;40;2
34;7;1;45;1
52;9;1;40;1
41;13;1;42;2
36;9;1;40;1
21;11;1;40;1
28;13;2;40;1
31;13;1;60;2
20;10;1;9;1
68;9;1;40;2
35;9;1;40;1
32;9;1;40;1
64;14;1;50;2
17;6;2;23;1
25;13;1;20;1
74;9;2;25;1
31;11;1;40;1
51;16;1;40;2
67;9;1;10;1
42;9;1;40;1
29;9;1;40;1
31;9;1;40;1
21;9;1;37;1
67;6;1;16;1
41;9;1;40;2
27;13;2;36;1
51;8;1;50;1
21;7;2;40;1
28;9;1;46;1
21;10;1;40;1
28;11;1;40;2
29;9;1;35;1
39;9;1;70;1
21;13;1;40;1
43;11;1;40;1
44;9;1;40;2
28;7;1;50;1
31;5;1;43;2
18;9;1;30;1
27;10;2;45;1
34;10;1;40;1
25;9;1;40;1
34;13;1;40;1
43;9;1;40;2
40;14;1;50;1
21;9;2;35;1
25;10;2;25;1
21;9;2;40;1
19;10;1;30;1
49;12;1;40;2
20;10;1;20;1
36;7;1;47;1
32;10;2;40;1
23;10;1;32;1
21;10;1;10;1
25;13;1;40;1
26;3;1;40;1
24;13;2;40;1
22;10;2;20;1
26;9;2;40;1
22;5;1;40;1
41;13;1;40;2
18;9;2;40;1
24;13;1;40;1
38;9;1;48;1
36;13;2;17;1
45;14;2;55;1
38;10;1;40;2
38;9;1;50;2
34;9;1;40;1
53;12;1;40;1
32;11;2;40;2
17;7;2;30;1
45;13;1;40;2
31;9;1;48;1
47;16;1;45;1
27;9;1;50;1
61;10;2;30;1
33;9;1;40;1
67;9;2;40;1
38;13;1;40;1
25;9;2;40;1
33;3;2;40;1
27;9;2;40;1
45;9;1;60;2
24;13;2;40;1
23;11;1;40;1
48;10;2;40;1
61;10;1;40;2
22;9;2;20;1
34;11;2;40;1
32;9;1;40;2
35;10;2;50;1
36;6;1;40;1
24;9;1;40;1
60;5;1;40;1
28;13;2;43;1
64;9;1;20;1
22;9;2;35;1
27;3;2;65;1
36;10;1;60;1
27;9;2;30;1
52;10;2;40;1
57;9;1;45;1
23;10;1;24;1
29;9;1;40;1
34;9;1;80;1
38;9;2;30;1
50;9;1;84;2
50;7;1;40;1
51;13;2;40;2
17;6;1;40;1
25;7;2;40;1
19;9;1;40;1
43;9;1;40;1
59;10;1;60;2
39;14;1;40;1
18;5;1;40;1
27;14;2;40;1
39;11;1;60;1
44;13;1;40;2
19;9;2;35;1
32;9;1;40;1
48;9;1;40;2
46;12;1;50;1
65;7;2;20;1
57;13;1;45;2
48;9;2;32;1
46;4;1;40;1
27;6;1;40;1
29;10;1;40;2
21;9;2;25;1
20;10;2;12;1
51;9;1;40;1
35;10;1;40;1
29;9;1;70;1
30;10;1;40;2
65;9;2;15;1
20;9;2;35;1
47;10;1;40;1
41;9;1;40;1
17;5;2;16;1
38;3;1;40;1
38;14;1;40;2
39;9;2;4;1
24;9;2;38;1
52;6;1;41;1
46;10;1;58;2
22;13;2;30;1
56;14;1;50;1
37;7;2;30;1
59;13;1;55;2
19;7;1;55;1
31;5;1;45;1
22;10;1;20;1
48;16;2;60;2
63;13;1;60;1
33;9;1;45;2
53;9;1;10;1
38;11;1;40;2
39;12;1;24;1
59;15;1;50;1
45;9;1;40;1
39;10;2;45;1
60;9;2;35;1
38;13;2;56;1
31;9;1;40;1
61;13;1;50;2
66;13;1;24;1
26;13;1;20;1
60;15;1;80;2
68;4;2;15;1
32;10;1;60;1
25;13;2;20;1
43;9;1;40;1
26;13;1;44;1
55;14;1;55;2
66;6;2;11;1
31;9;1;40;1
35;3;1;50;1
58;15;1;40;2
56;14;1;40;2
22;10;1;16;1
46;13;1;40;2
33;10;2;35;1
26;14;1;30;1
42;13;1;50;1
45;9;2;40;1
43;10;2;6;1
19;7;1;20;1
27;13;2;99;1
51;9;1;40;2
42;9;1;40;1
43;10;1;50;2
38;13;1;45;2
44;9;2;40;1
36;9;1;64;2
37;9;2;60;1
29;13;1;50;2
53;9;2;40;1
42;13;1;45;1
80;10;2;20;1
61;7;1;40;1
55;10;1;52;1
20;10;2;25;1
23;9;1;40;1
48;10;1;40;2
24;13;2;50;1
71;9;1;40;1
49;7;2;6;1
39;9;1;50;1
22;13;2;25;1
67;13;2;40;1
18;9;2;25;1
38;13;1;54;2
38;4;1;45;1
50;9;2;40;1
56;12;2;40;1
23;10;2;20;1
26;10;1;40;1
32;9;1;40;1
44;13;1;40;2
27;9;2;40;1
40;10;1;40;2
43;12;1;60;1
31;10;1;35;2
57;10;1;40;2
25;13;1;35;1
22;11;2;36;1
20;11;2;35;1
27;9;2;40;1
39;10;2;40;1
27;14;1;40;1
41;9;1;40;1
31;13;1;45;1
41;12;1;20;1
25;13;1;40;1
29;12;1;40;2
22;9;1;50;1
62;4;1;91;1
29;9;2;40;1
44;10;2;70;2
32;13;2;2;1
19;9;2;40;1
20;11;2;40;1
65;10;1;40;2
24;9;2;36;1
37;14;1;50;2
43;9;2;40;1
38;13;2;60;2
28;12;2;35;1
33;9;1;40;1
32;9;2;40;2
38;14;1;45;2
33;10;2;40;1
42;13;1;60;2
27;9;1;40;1
41;9;1;40;1
47;14;1;60;2
55;7;1;45;1
30;10;1;8;1
54;10;2;50;1
40;13;1;40;2
21;9;2;40;1
34;13;2;25;1
30;13;1;40;2
31;10;2;45;1
22;9;1;37;1
37;9;1;40;2
41;5;2;40;1
52;14;2;40;1
57;10;1;40;1
48;10;2;48;1
58;9;1;40;2
35;5;1;50;1
40;9;2;45;1
30;9;2;25;1
26;9;1;40;1
46;9;1;60;1
26;10;1;40;1
50;13;2;40;1
22;9;1;50;2
36;14;2;40;1
30;9;1;52;2
58;12;1;50;2
17;7;1;40;1
72;11;2;25;1
19;9;2;40;1
29;4;2;40;1
20;9;2;25;1
30;10;1;40;1
47;10;2;45;1
51;10;1;45;2
26;6;1;40;1
24;10;1;42;1
44;14;1;24;1
43;9;1;50;2
35;13;1;50;1
51;9;1;50;2
41;9;1;40;2
38;10;2;40;1
39;9;2;20;1
54;6;2;43;1
62;9;1;40;1
45;16;1;60;1
30;9;2;35;1
32;9;1;40;1
23;9;2;40;1
84;11;2;14;1
46;13;1;60;1
67;14;2;40;1
29;13;1;40;2
33;11;1;55;2
23;10;1;42;1
63;9;1;55;2
55;9;2;40;1
42;15;2;40;1
17;7;2;20;1
60;3;1;40;1
31;8;1;40;1
28;4;1;40;1
31;5;1;48;1
65;13;1;40;2
31;13;1;50;2
61;9;2;40;1
43;15;1;50;2
40;10;2;49;1
39;9;1;40;1
37;10;2;27;1
47;10;1;40;1
45;10;1;65;2
30;9;1;60;1
30;15;1;40;1
49;10;1;44;2
51;9;1;40;2
31;13;2;72;2
48;13;2;25;2
20;10;2;30;1
32;9;1;40;2
31;10;2;40;1
19;9;1;25;1
50;14;2;35;1
33;9;1;50;1
25;13;1;20;1
49;9;1;40;1
30;10;1;40;1
23;13;1;40;1
44;16;2;32;2
24;11;1;5;1
28;11;2;45;1
56;9;2;40;1
38;9;2;38;1
20;10;2;20;1
82;9;2;18;1
52;13;1;60;2
32;10;1;40;1
37;11;2;32;1
36;13;1;40;2
39;13;1;40;2
30;9;1;40;1
49;9;1;56;1
40;11;2;40;1
42;7;1;45;1
35;13;1;40;1
39;9;2;81;1
32;11;1;40;1
22;7;1;50;1
53;10;2;40;1
25;9;1;40;1
17;6;1;30;1
44;9;1;70;2
52;14;1;40;2
42;9;1;40;1
34;7;1;50;1
27;10;1;40;1
37;9;1;40;1
39;14;2;38;2
26;9;1;40;1
48;14;2;38;2
57;9;2;28;1
36;11;1;48;1
27;13;2;40;1
17;7;1;15;1
30;3;1;40;1
37;11;2;48;2
31;13;2;40;1
23;12;2;20;1
32;6;1;45;1
58;9;1;40;2
31;9;2;8;1
44;13;1;40;2
39;13;2;40;1
59;9;1;45;2
42;13;1;48;2
45;9;1;35;1
20;9;1;35;1
35;9;1;40;1
50;12;1;40;1
56;9;1;28;1
48;11;1;40;2
58;14;2;15;1
32;11;1;50;1
23;10;2;12;1
48;9;1;40;1
33;9;1;70;1
48;13;2;45;1
55;9;2;35;1
40;11;2;40;1
50;10;1;40;1
52;6;1;35;1
19;9;2;30;1
55;6;1;50;2
36;15;1;30;2
39;13;2;40;2
22;10;2;40;1
44;13;1;50;2
34;9;1;38;1
33;10;1;50;1
55;14;2;40;2
35;14;1;45;2
50;7;2;40;1
43;10;2;40;1
29;11;1;40;1
56;10;1;40;1
33;13;1;40;2
24;9;1;50;1
46;11;2;40;1
60;9;2;15;2
48;14;1;40;1
65;7;1;35;1
29;9;1;40;1
42;9;1;43;1
44;15;1;50;2
73;10;1;6;2
21;10;2;50;1
32;9;1;55;2
43;14;1;35;2
21;9;1;32;1
30;10;1;20;1
54;13;1;48;1
19;10;2;15;1
55;10;2;37;1
20;10;2;28;1
53;13;1;40;1
51;14;1;55;2
33;9;1;40;1
62;10;2;40;1
24;9;1;30;1
17;5;2;40;1
26;10;2;45;1
36;9;1;40;1
32;6;2;35;1
58;16;1;50;2
38;13;1;40;2
72;9;1;40;1
26;9;2;40;1
45;9;2;38;1
72;11;2;30;1
60;10;1;40;2
27;9;1;50;1
38;11;1;48;2
37;10;1;44;2
28;10;1;40;1
38;13;1;40;2
29;9;1;60;2
19;9;2;40;1
28;13;1;25;1
70;13;2;7;1
40;9;1;50;2
26;11;1;40;1
43;12;1;60;1
29;10;2;40;2
25;10;1;40;1
29;9;1;40;2
60;2;1;38;1
31;13;2;40;1
51;4;1;40;1
18;10;2;15;1
36;13;1;20;1
35;13;1;40;2
48;13;1;38;2
78;4;1;25;1
72;13;1;17;1
24;10;1;40;1
58;7;1;16;1
36;7;1;40;2
48;10;1;30;1
28;9;2;40;1
26;14;2;40;1
29;13;2;60;1
47;3;1;40;1
50;13;2;50;2
35;3;1;40;1
17;7;1;20;1
41;10;1;48;2
37;9;1;42;1
35;9;1;40;1
56;4;1;40;1
23;10;1;40;1
33;12;2;32;1
79;9;1;40;2
28;13;1;40;1
55;7;2;20;1
59;14;1;50;1
22;13;2;40;1
19;7;2;19;1
41;3;1;35;1
32;11;1;40;1
67;4;1;40;1
45;9;2;35;1
61;3;2;45;1
34;13;2;40;1
43;11;1;40;1
38;13;1;50;2
35;16;1;60;1
65;9;1;20;1
24;13;1;55;2
37;9;1;40;1
34;10;1;50;1
42;9;1;60;2
18;4;2;40;1
43;10;2;15;1
31;10;1;40;2
19;10;2;20;1
40;10;1;50;1
32;13;1;40;1
47;10;1;40;2
32;10;1;40;1
46;16;1;35;1
40;13;1;65;2
36;13;1;35;1
33;11;1;36;1
23;3;1;35;1
21;6;1;40;1
40;9;2;32;1
53;16;1;50;2
20;10;1;15;1
53;10;1;72;1
58;5;1;60;1
51;9;1;55;2
31;9;1;65;1
35;9;1;40;1
23;7;1;40;1
31;10;2;35;1
21;10;2;35;1
39;14;1;55;2
36;15;2;45;2
51;6;1;40;2
18;7;1;12;1
32;10;1;48;1
56;13;2;32;1
35;12;1;40;1
63;8;2;40;1
61;9;1;50;2
23;10;1;40;1
52;14;1;50;2
19;9;1;50;1
33;14;1;50;2
35;13;1;50;1
35;9;2;60;2
38;15;2;40;1
23;13;2;60;1
22;11;1;60;1
20;9;1;40;1
19;9;1;40;1
47;9;1;40;2
59;7;1;40;1
38;9;2;40;1
36;9;1;50;1
27;3;1;40;1
24;11;1;40;1
35;9;2;35;1
22;10;1;39;1
37;9;1;52;1
36;9;1;40;2
28;9;2;25;1
55;9;2;50;1
29;3;2;40;1
32;13;1;44;1
66;10;2;35;1
47;10;1;45;1
23;13;2;40;1
50;14;2;45;1
40;9;1;84;1
51;9;2;40;1
34;9;2;45;1
28;13;2;40;1
52;16;1;70;2
39;9;1;60;2
43;13;1;40;2
36;13;2;35;2
25;13;2;15;1
42;10;2;38;1
35;10;1;40;1
43;14;1;53;2
34;9;1;40;1
50;13;1;38;2
30;10;1;60;1
44;14;1;44;2
52;11;1;40;1
35;12;1;60;1
36;11;1;40;2
30;13;2;52;1
36;13;1;45;2
39;13;2;40;1
25;2;1;96;1
26;13;1;40;1
20;9;2;20;1
20;10;1;40;1
70;3;1;20;1
26;9;1;50;1
24;10;2;35;1
48;13;1;40;2
62;9;2;99;1
48;9;1;40;1
52;13;1;40;2
25;13;1;44;1
58;3;1;40;1
40;13;2;45;1
29;10;2;40;1
45;4;1;52;1
19;10;2;20;1
37;7;1;40;1
23;7;1;40;1
31;9;1;60;1
64;4;1;20;1
28;10;2;16;1
32;9;1;40;1
49;10;2;44;1
35;10;2;40;2
19;10;2;35;1
45;16;1;45;2
39;8;1;70;2
55;10;2;45;1
46;13;2;60;2
19;10;2;16;1
29;9;2;40;1
25;9;1;35;1
37;13;2;40;1
30;9;1;40;1
28;9;1;40;1
36;10;2;56;1
32;10;2;35;1
34;7;1;40;1
34;9;2;36;1
20;10;2;40;1
27;14;1;40;1
36;9;2;40;1
35;10;1;40;1
37;9;1;35;1
32;9;1;50;1
32;14;2;20;1
52;9;2;48;1
50;10;1;40;2
23;9;2;30;1
25;9;1;45;1
21;1;1;50;1
31;9;2;32;1
31;10;2;30;1
41;11;1;40;1
47;10;1;60;1
20;10;2;10;1
20;10;2;45;1
29;6;2;25;1
51;10;2;40;1
30;13;2;33;2
23;10;2;12;1
48;13;1;35;2
39;9;1;40;2
62;13;1;35;1
22;13;1;30;1
46;13;1;40;2
51;14;1;35;2
20;9;2;32;1
40;12;1;50;2
31;13;1;40;1
30;10;1;40;1
52;9;2;38;1
20;9;2;40;1
37;11;1;40;2
65;13;2;40;1
40;13;1;40;1
60;13;1;48;2
27;9;1;35;1
62;13;1;60;2
53;9;2;35;1
38;13;1;50;2
49;11;1;40;1
21;9;1;40;1
18;10;1;40;1
25;13;1;40;1
36;7;1;40;1
52;9;1;55;2
19;10;1;14;1
23;13;2;40;1
63;13;1;15;1
63;11;1;45;1
62;13;1;40;2
51;12;1;30;2
76;10;2;30;1
50;9;1;45;1
45;9;1;50;2
44;10;1;45;2
51;4;1;40;1
42;13;1;35;1
43;14;1;40;2
53;7;1;40;1
29;11;1;40;1
41;10;1;40;1
44;9;1;40;1
35;6;2;40;1
27;9;1;40;1
35;10;1;50;1
60;11;2;30;1
49;10;1;45;2
33;13;1;45;1
35;13;1;40;2
31;10;1;38;1
54;9;1;60;2
57;16;1;35;1
30;5;1;45;1
45;6;1;40;1
41;10;1;42;2
25;13;1;18;1
51;10;1;40;2
42;3;1;40;1
28;11;1;45;1
47;6;2;20;1
53;13;1;40;1
31;13;2;50;2
46;7;1;40;2
25;9;2;40;1
47;9;1;40;1
26;13;1;50;1
30;9;1;40;1
48;9;1;40;1
22;10;1;40;1
32;10;1;30;1
33;16;1;45;2
31;9;1;40;1
43;10;2;20;2
26;11;2;40;1
34;9;1;40;1
50;13;2;40;2
30;9;2;40;1
17;7;1;20;1
35;14;2;40;1
29;10;1;40;1
27;12;1;40;1
32;13;1;40;1
34;13;1;40;2
32;9;2;40;1
47;10;2;40;1
40;10;2;40;1
26;11;2;40;1
30;9;2;40;1
54;9;1;40;1
53;13;1;55;2
38;13;1;40;2
43;4;1;40;1
25;10;1;20;1
39;9;1;40;1
57;9;1;25;2
47;9;1;34;1
45;9;2;35;1
24;13;1;40;1
32;6;1;40;1
25;10;1;35;1
57;3;2;40;1
28;13;2;24;2
28;9;1;51;1
27;13;2;55;1
28;13;2;20;1
74;2;1;40;1
44;9;1;42;1
27;9;1;45;1
61;13;1;40;1
25;7;1;99;1
28;5;2;24;1
20;10;1;40;1
33;11;1;40;1
38;9;1;40;1
31;9;2;25;1
40;14;2;45;2
43;10;1;55;2
38;14;1;60;2
19;10;1;30;1
56;12;1;50;1
38;14;1;45;2
30;13;2;4;1
22;9;2;40;1
18;9;1;25;1
68;10;2;20;1
35;11;1;50;1
42;4;2;48;1
32;6;1;40;1
43;10;2;40;2
30;6;2;40;1
62;10;1;24;1
38;11;1;40;1
27;9;1;40;1
28;16;2;60;2
26;11;1;40;1
21;10;1;20;1
19;9;1;40;1
20;10;1;30;1
25;13;1;40;1
28;10;1;50;1
36;11;1;42;2
23;13;1;40;1
24;13;2;50;1
23;9;2;40;1
24;13;2;20;1
25;9;1;8;1
24;9;1;40;1
30;9;1;62;1
26;13;2;45;1
62;14;1;50;1
36;10;2;33;1
45;9;1;40;1
31;12;2;45;1
34;9;1;48;1
65;13;1;44;2
42;11;2;40;1
27;15;1;70;1
40;10;2;40;1
53;10;1;40;2
54;9;1;50;2
30;13;1;35;1
59;9;1;45;2
42;9;1;55;1
23;9;2;40;1
28;13;2;15;1
20;9;1;40;1
22;10;2;20;1
73;13;1;30;1
47;10;1;40;2
44;10;1;40;1
40;8;1;40;1
37;11;2;37;2
39;9;1;50;1
49;10;1;40;2
44;10;1;45;1
27;5;2;37;1
50;9;1;40;1
39;13;1;40;2
41;9;2;40;1
55;13;1;40;2
53;2;1;35;1
53;14;2;50;1
31;14;1;70;2
21;9;1;40;1
30;9;1;40;1
74;9;2;10;1
53;14;2;60;2
47;10;1;47;1
60;13;2;40;2
59;5;2;40;1
37;13;1;48;2
47;13;1;40;1
49;5;1;40;1
73;10;2;11;1
58;9;2;20;1
18;7;1;15;1
35;10;1;40;1
24;10;2;50;1
62;9;2;38;1
58;9;2;40;1
51;10;1;40;2
21;9;1;40;1
30;13;1;40;1
27;11;2;36;1
25;13;1;40;2
31;9;1;45;1
31;9;2;34;1
44;10;1;50;2
52;16;1;65;2
30;12;1;40;1
29;9;1;40;1
36;7;1;40;1
54;13;1;50;1
59;10;1;40;2
55;10;1;45;1
70;11;1;30;1
22;12;2;20;1
42;9;2;40;1
36;12;2;40;1
32;13;1;40;2
44;4;1;40;1
22;9;1;45;1
25;7;1;40;1
31;9;1;50;1
33;9;1;40;1
54;12;1;50;2
42;9;1;48;1
49;9;1;44;1
30;9;1;44;1
54;9;2;45;1
39;10;1;40;1
24;10;1;40;1
21;9;2;44;1
23;5;2;30;1
54;9;2;42;1
23;14;2;20;1
39;9;1;40;1
23;10;1;25;1
67;9;2;8;1
19;7;2;40;1
41;10;1;40;2
32;7;1;40;1
57;9;1;40;1
18;9;2;30;1
60;16;1;60;2
21;10;2;40;1
53;10;2;22;1
38;13;1;55;2
21;10;1;40;1
53;16;2;55;2
24;9;1;40;1
36;12;1;40;1
29;14;1;60;1
23;10;1;40;1
44;10;1;50;1
32;14;1;48;1
25;13;2;50;1
41;9;1;27;1
18;9;2;30;1
57;10;1;45;1
62;13;1;50;2
29;13;1;40;1
19;9;2;40;1
35;15;1;65;2
52;13;1;50;2
28;6;2;40;1
38;9;1;40;1
42;10;2;40;1
41;13;1;40;1
23;13;1;38;1
31;14;1;76;2
31;3;1;45;1
46;14;1;40;2
18;7;2;20;1
57;14;1;38;2
25;11;2;38;1
32;14;1;40;2
27;5;1;40;1
46;13;1;45;2
17;6;2;17;1
43;9;1;40;1
56;13;2;40;2
19;9;2;40;1
20;9;2;40;1
42;10;1;45;1
90;9;1;99;1
25;7;1;35;1
27;9;2;40;1
48;9;1;44;1
48;10;1;40;1
27;9;1;48;1
46;13;2;38;1
32;3;1;40;1
22;11;1;40;1
24;13;2;40;2
31;9;1;65;1
20;10;2;18;1
28;15;1;40;1
40;9;1;60;2
39;9;1;40;2
54;9;1;40;1
59;10;1;42;1
17;7;2;18;1
25;10;1;80;1
49;9;1;40;2
55;9;1;60;1
39;9;1;40;1
67;10;2;16;1
28;9;1;40;1
35;5;1;40;1
44;9;1;48;2
51;14;1;47;2
55;13;1;40;1
45;9;1;78;2
32;9;1;48;1
45;10;2;40;1
45;14;1;60;2
35;13;1;40;2
55;9;1;44;1
59;10;1;40;2
22;9;2;55;1
46;14;2;35;1
23;9;1;40;1
47;13;1;45;2
34;9;1;30;1
51;7;1;40;1
40;11;1;50;1
24;10;1;12;1
20;10;1;72;1
44;10;1;50;1
26;9;1;40;1
35;9;2;38;1
23;10;1;40;1
40;9;1;50;1
49;9;1;40;1
32;9;1;45;1
28;11;2;40;1
51;14;1;60;2
62;11;1;50;2
31;10;1;40;1
47;12;1;40;2
36;11;2;3;1
44;9;1;40;1
18;9;2;20;1
46;13;1;40;2
32;9;1;40;1
51;12;2;30;1
48;13;1;45;2
28;13;2;40;1
57;10;1;60;2
33;11;1;40;1
42;9;1;15;1
17;6;1;40;1
63;5;1;40;1
31;13;1;55;2
34;14;1;30;1
35;10;1;40;1
20;9;1;40;1
36;9;2;40;1
24;10;2;24;1
33;10;1;50;2
36;10;1;40;1
31;13;2;40;1
29;12;2;40;1
47;13;1;60;2
30;16;1;75;2
34;9;1;50;1
23;9;2;40;1
33;11;1;40;1
59;6;2;40;1
67;13;1;40;1
26;9;1;40;1
27;9;1;40;1
20;9;2;36;1
24;13;1;39;1
44;11;1;40;1
31;9;1;40;2
28;15;1;60;1
19;9;2;20;1
31;13;2;40;2
20;9;2;40;1
64;9;2;15;1
47;9;2;40;2
36;10;2;35;1
48;9;1;44;2
19;10;2;40;1
22;9;2;35;1
56;5;1;40;1
22;10;1;50;1
37;13;1;99;2
57;13;2;35;1
38;12;1;50;2
34;9;2;40;1
22;7;2;40;1
38;10;2;40;1
30;10;1;40;2
32;13;1;45;2
29;8;2;40;1
56;9;1;40;1
42;11;2;35;2
66;6;1;40;1
71;9;2;33;1
20;7;1;40;1
25;9;1;36;1
42;9;1;40;2
20;9;2;40;1
61;10;1;50;2
24;13;2;40;1
51;5;2;40;1
27;9;1;40;1
41;10;2;40;2
31;9;1;40;1
39;9;2;16;1
36;9;1;40;1
51;15;1;40;1
52;9;2;40;1
49;13;1;40;2
43;10;1;40;1
45;13;1;60;2
49;9;1;40;1
19;9;2;40;1
44;9;1;40;1
67;9;1;40;1
58;15;1;45;2
36;13;1;40;2
67;9;2;16;2
61;16;1;40;2
55;4;2;40;1
23;12;1;16;1
35;9;1;40;1
35;6;2;38;1
20;10;2;10;1
51;9;2;40;1
23;13;1;40;1
39;9;1;24;1
36;10;2;40;1
47;9;1;45;2
27;13;1;80;2
29;9;1;40;1
21;10;1;40;1
18;10;2;20;1
24;10;1;20;1
39;9;1;40;2
51;10;1;40;1
47;13;1;40;2
62;10;2;30;1
49;13;1;40;2
20;7;1;40;1
24;10;1;40;1
25;9;2;40;1
54;13;1;40;1
25;9;1;40;1
20;9;2;45;1
43;10;2;55;2
26;13;1;38;1
24;9;1;40;1
18;7;1;20;1
45;10;2;40;2
45;9;1;25;1
26;13;1;40;1
47;10;1;40;1
54;9;1;40;1
21;9;1;40;1
29;9;2;99;1
68;10;1;15;1
21;10;1;48;1
28;10;1;30;1
46;9;2;40;2
35;9;2;48;1
50;6;1;25;1
48;10;1;40;1
17;6;1;40;1
59;13;1;50;2
23;10;1;40;1
53;9;2;30;1
50;14;1;40;2
32;3;2;45;1
53;8;1;56;1
52;9;1;48;1
38;13;1;50;1
43;14;1;50;2
35;13;2;32;1
41;15;1;50;2
22;10;1;40;1
39;9;1;60;2
45;14;1;40;2
31;5;2;42;1
40;13;1;40;2
47;3;1;20;1
53;9;1;40;1
53;13;1;60;2
33;13;1;52;2
24;13;2;20;1
34;10;2;40;1
46;9;1;50;2
29;10;1;60;1
61;7;2;32;2
31;9;1;40;1
29;9;1;40;1
42;9;1;40;1
50;10;1;40;1
34;9;2;40;1
39;4;1;40;1
74;2;1;20;1
40;10;1;40;1
75;15;1;50;2
40;13;2;40;2
36;7;1;40;1
61;13;1;40;2
42;7;1;22;1
