age;workart;grade;married;position;familiyperson;color;sex;workhours;earning
43;?;HS-grad;Married-civ-spouse;?;Husband;White;Male;35;<=50K
36;Private;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;>50K
27;Private;Bachelors;Never-married;Tech-support;Not-in-family;White;Male;37;<=50K
52;Self-emp-not-inc;HS-grad;Married-civ-spouse;Farming-fishing;Husband;White;Male;60;>50K
29;Private;HS-grad;Married-civ-spouse;Other-service;Husband;Black;Male;50;<=50K
27;Private;10th;Separated;Machine-op-inspct;Own-child;White;Male;35;<=50K
42;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Female;65;<=50K
49;Self-emp-not-inc;Bachelors;Widowed;Sales;Unmarried;White;Female;40;<=50K
24;Private;Some-college;Never-married;Craft-repair;Unmarried;White;Male;50;<=50K
22;Private;HS-grad;Never-married;Sales;Unmarried;White;Male;20;<=50K
30;Self-emp-not-inc;Bachelors;Never-married;Sales;Unmarried;White;Male;40;<=50K
28;Private;Some-college;Never-married;Other-service;Not-in-family;White;Male;40;<=50K
20;Private;Assoc-voc;Never-married;Other-service;Own-child;White;Male;40;<=50K
45;Self-emp-inc;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male;43;>50K
39;Private;HS-grad;Divorced;Sales;Not-in-family;White;Female;50;>50K
43;Private;Prof-school;Never-married;Prof-specialty;Not-in-family;White;Male;66;<=50K
18;Private;HS-grad;Never-married;Sales;Own-child;White;Female;20;<=50K
53;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
74;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;20;>50K
39;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;48;>50K
33;?;10th;Never-married;?;Other-relative;White;Male;40;<=50K
49;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;42;>50K
21;Private;10th;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;35;<=50K
65;?;Some-college;Married-civ-spouse;?;Husband;White;Male;40;<=50K
39;Private;HS-grad;Never-married;Craft-repair;Not-in-family;White;Male;50;>50K
49;Private;Assoc-voc;Married-civ-spouse;Sales;Husband;White;Male;25;<=50K
20;?;Some-college;Never-married;?;Own-child;White;Female;40;<=50K
47;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;44;>50K
46;Self-emp-not-inc;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;<=50K
29;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male;32;>50K
61;Self-emp-not-inc;HS-grad;Widowed;Prof-specialty;Unmarried;White;Female;16;<=50K
48;Private;Some-college;Divorced;Exec-managerial;Not-in-family;White;Female;38;<=50K
44;Private;9th;Divorced;Craft-repair;Not-in-family;White;Male;40;<=50K
37;Self-emp-inc;Bachelors;Married-civ-spouse;Craft-repair;Husband;White;Male;60;<=50K
45;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;50;<=50K
51;Self-emp-not-inc;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;>50K
33;Local-gov;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Female;50;<=50K
55;Self-emp-not-inc;Bachelors;Married-civ-spouse;Prof-specialty;Wife;White;Female;8;<=50K
25;Private;Some-college;Married-civ-spouse;Other-service;Wife;White;Female;60;<=50K
26;Private;HS-grad;Divorced;Farming-fishing;Not-in-family;Asian-Pac-Islander;Male;40;<=50K
54;Private;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;>50K
38;Private;HS-grad;Never-married;Sales;Not-in-family;White;Female;33;<=50K
39;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Wife;White;Female;20;>50K
20;State-gov;Some-college;Never-married;Prof-specialty;Own-child;White;Male;40;<=50K
30;Private;HS-grad;Divorced;Adm-clerical;Not-in-family;White;Female;40;<=50K
29;Federal-gov;HS-grad;Divorced;Adm-clerical;Not-in-family;Other;Male;45;<=50K
42;Private;HS-grad;Divorced;Handlers-cleaners;Not-in-family;White;Female;40;<=50K
24;Private;Assoc-acdm;Never-married;Adm-clerical;Not-in-family;White;Male;40;<=50K
36;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;50;>50K
60;Private;Masters;Married-civ-spouse;Adm-clerical;Husband;Asian-Pac-Islander;Male;50;>50K
42;Private;HS-grad;Divorced;Farming-fishing;Not-in-family;White;Male;44;<=50K
42;Private;10th;Married-civ-spouse;Craft-repair;Husband;White;Male;45;<=50K
46;Private;HS-grad;Married-spouse-absent;Machine-op-inspct;Not-in-family;White;Female;40;<=50K
52;State-gov;Masters;Married-spouse-absent;Exec-managerial;Unmarried;White;Female;44;>50K
27;?;Assoc-voc;Married-civ-spouse;?;Husband;White;Male;20;<=50K
43;Private;Some-college;Divorced;Adm-clerical;Unmarried;Black;Female;35;<=50K
43;State-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female;40;<=50K
27;Private;11th;Divorced;Craft-repair;Own-child;White;Male;40;<=50K
52;Local-gov;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;>50K
31;Private;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male;50;<=50K
38;?;7th-8th;Divorced;?;Unmarried;Black;Female;30;<=50K
44;Private;9th;Never-married;Other-service;Unmarried;Black;Female;40;<=50K
27;Private;Some-college;Divorced;Prof-specialty;Own-child;White;Female;40;<=50K
50;Private;Some-college;Divorced;Exec-managerial;Not-in-family;White;Male;40;<=50K
23;Private;Some-college;Never-married;Tech-support;Not-in-family;White;Female;40;<=50K
22;Private;Some-college;Never-married;Adm-clerical;Unmarried;Black;Female;30;<=50K
36;State-gov;Some-college;Never-married;Exec-managerial;Unmarried;White;Female;40;<=50K
24;Private;Bachelors;Never-married;Tech-support;Not-in-family;White;Female;40;<=50K
59;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;40;>50K
39;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male;50;>50K
23;Private;Bachelors;Never-married;Exec-managerial;Own-child;White;Male;40;<=50K
37;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female;42;<=50K
25;Local-gov;Assoc-acdm;Never-married;Adm-clerical;Own-child;Black;Female;38;<=50K
40;Private;HS-grad;Married-civ-spouse;Craft-repair;Wife;White;Female;45;<=50K
38;State-gov;Bachelors;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;60;>50K
31;Private;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male;35;<=50K
28;Local-gov;Doctorate;Divorced;Prof-specialty;Not-in-family;White;Female;40;<=50K
24;Private;HS-grad;Never-married;Sales;Unmarried;Black;Male;25;<=50K
46;Local-gov;Assoc-acdm;Married-civ-spouse;Protective-serv;Husband;White;Male;50;>50K
29;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Wife;Asian-Pac-Islander;Female;40;<=50K
38;Federal-gov;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;>50K
53;Private;Some-college;Separated;Exec-managerial;Unmarried;Black;Female;40;<=50K
33;Private;HS-grad;Married-civ-spouse;Tech-support;Wife;White;Female;40;>50K
39;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;Black;Male;60;<=50K
44;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;48;<=50K
46;Private;Bachelors;Divorced;Prof-specialty;Not-in-family;White;Male;45;>50K
30;Private;Bachelors;Never-married;Sales;Own-child;White;Male;40;<=50K
24;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
29;Private;HS-grad;Never-married;Adm-clerical;Own-child;White;Female;40;<=50K
62;Self-emp-not-inc;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;70;<=50K
25;Private;HS-grad;Married-spouse-absent;Exec-managerial;Not-in-family;White;Male;45;<=50K
45;Private;Some-college;Never-married;Other-service;Not-in-family;White;Male;40;<=50K
21;Private;Some-college;Never-married;Craft-repair;Own-child;White;Male;40;<=50K
64;Federal-gov;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male;40;>50K
39;Private;Bachelors;Divorced;Tech-support;Not-in-family;White;Male;40;<=50K
60;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
35;Private;HS-grad;Never-married;Tech-support;Not-in-family;White;Male;40;<=50K
27;Private;Bachelors;Never-married;Tech-support;Not-in-family;White;Male;40;<=50K
41;Private;HS-grad;Divorced;Craft-repair;Own-child;White;Male;40;<=50K
32;State-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;<=50K
24;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
32;Private;Bachelors;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
42;Local-gov;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;45;>50K
58;Private;Masters;Widowed;Sales;Not-in-family;White;Female;27;<=50K
23;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;50;>50K
31;Federal-gov;HS-grad;Married-civ-spouse;Farming-fishing;Husband;Amer-Indian-Eskimo;Male;40;<=50K
28;Private;Bachelors;Never-married;Exec-managerial;Unmarried;Black;Female;45;<=50K
41;?;Some-college;Widowed;?;Unmarried;Black;Female;20;<=50K
37;Private;Bachelors;Married-civ-spouse;Prof-specialty;Wife;White;Female;16;>50K
19;Private;HS-grad;Never-married;Sales;Own-child;White;Male;38;<=50K
27;Self-emp-not-inc;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female;20;<=50K
61;Self-emp-not-inc;9th;Married-civ-spouse;Sales;Husband;White;Male;58;>50K
39;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;>50K
25;Private;Bachelors;Never-married;Handlers-cleaners;Unmarried;Black;Male;40;<=50K
58;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;40;>50K
27;Self-emp-not-inc;Some-college;Married-civ-spouse;Transport-moving;Other-relative;Other;Male;50;>50K
51;Private;5th-6th;Married-civ-spouse;Handlers-cleaners;Husband;Black;Male;52;<=50K
43;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
46;Private;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female;40;<=50K
67;?;5th-6th;Married-civ-spouse;?;Husband;White;Male;40;<=50K
50;Local-gov;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;<=50K
20;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;White;Male;15;<=50K
35;Private;Bachelors;Widowed;Prof-specialty;Unmarried;White;Female;32;>50K
57;Private;1st-4th;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;<=50K
40;Private;Prof-school;Married-civ-spouse;Adm-clerical;Other-relative;Asian-Pac-Islander;Female;40;<=50K
42;Local-gov;10th;Never-married;Farming-fishing;Unmarried;White;Male;35;<=50K
67;Self-emp-inc;10th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
47;Private;Bachelors;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;44;>50K
30;Private;HS-grad;Never-married;Handlers-cleaners;Not-in-family;White;Male;50;<=50K
26;Private;11th;Never-married;Machine-op-inspct;Unmarried;White;Female;15;<=50K
51;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
38;Private;Some-college;Widowed;Other-service;Other-relative;Black;Female;45;<=50K
24;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Own-child;White;Male;35;<=50K
48;Self-emp-not-inc;HS-grad;Married-civ-spouse;Sales;Wife;White;Female;50;<=50K
34;State-gov;Bachelors;Married-civ-spouse;Tech-support;Own-child;White;Female;25;>50K
70;Private;Bachelors;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;>50K
35;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
61;?;Masters;Married-civ-spouse;?;Husband;White;Male;2;>50K
26;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;45;>50K
64;Private;HS-grad;Never-married;Exec-managerial;Not-in-family;White;Male;3;<=50K
26;Private;HS-grad;Never-married;Adm-clerical;Unmarried;White;Female;35;<=50K
39;Self-emp-not-inc;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;30;<=50K
55;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Female;36;<=50K
23;Private;Some-college;Never-married;Exec-managerial;Not-in-family;White;Male;45;<=50K
33;Self-emp-not-inc;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
31;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;55;>50K
28;Local-gov;HS-grad;Never-married;Adm-clerical;Other-relative;White;Male;20;<=50K
50;Private;Masters;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;30;<=50K
26;Local-gov;Bachelors;Married-civ-spouse;Prof-specialty;Wife;White;Female;55;>50K
44;Federal-gov;Assoc-acdm;Divorced;Adm-clerical;Not-in-family;Black;Female;40;<=50K
51;Private;HS-grad;Married-spouse-absent;Craft-repair;Not-in-family;White;Male;40;<=50K
34;Private;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male;50;<=50K
37;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;39;>50K
29;Private;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;>50K
24;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;Black;Male;40;<=50K
27;Private;Assoc-voc;Divorced;Adm-clerical;Unmarried;White;Female;40;<=50K
44;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;45;<=50K
24;Private;HS-grad;Never-married;Machine-op-inspct;Not-in-family;White;Male;40;<=50K
54;Private;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male;55;>50K
47;Private;Some-college;Separated;Adm-clerical;Unmarried;White;Female;50;>50K
30;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Male;30;<=50K
35;Private;Some-college;Divorced;Adm-clerical;Not-in-family;White;Female;40;<=50K
39;Federal-gov;Some-college;Married-civ-spouse;Adm-clerical;Husband;Black;Male;40;<=50K
42;Private;Assoc-acdm;Separated;Adm-clerical;Unmarried;Black;Female;40;<=50K
70;Self-emp-inc;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;>50K
41;Private;Prof-school;Married-civ-spouse;Adm-clerical;Husband;Asian-Pac-Islander;Male;40;<=50K
36;Private;HS-grad;Never-married;Exec-managerial;Not-in-family;White;Female;38;<=50K
44;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;42;>50K
42;?;HS-grad;Separated;?;Unmarried;White;Male;40;<=50K
20;Private;Some-college;Never-married;Transport-moving;Own-child;White;Female;17;<=50K
29;Private;10th;Never-married;Prof-specialty;Not-in-family;White;Male;40;<=50K
27;Private;HS-grad;Married-civ-spouse;Tech-support;Wife;White;Female;40;<=50K
30;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;40;>50K
59;Self-emp-not-inc;Some-college;Married-civ-spouse;Farming-fishing;Husband;White;Male;60;<=50K
31;Private;Bachelors;Never-married;Other-service;Not-in-family;White;Female;25;<=50K
21;Private;HS-grad;Never-married;Other-service;Other-relative;White;Male;40;<=50K
26;Private;Some-college;Never-married;Craft-repair;Unmarried;Asian-Pac-Islander;Male;37;<=50K
57;Self-emp-inc;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;45;>50K
59;Self-emp-not-inc;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;20;>50K
87;?;HS-grad;Widowed;?;Not-in-family;White;Male;2;<=50K
25;Private;Some-college;Never-married;Transport-moving;Not-in-family;White;Male;55;<=50K
39;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;>50K
53;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
32;State-gov;HS-grad;Never-married;Adm-clerical;Not-in-family;White;Female;40;<=50K
38;Private;11th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
21;Private;Assoc-voc;Never-married;Adm-clerical;Unmarried;Black;Female;35;<=50K
17;Private;11th;Never-married;Handlers-cleaners;Own-child;White;Male;30;<=50K
44;Private;11th;Never-married;Machine-op-inspct;Unmarried;Black;Female;40;<=50K
23;Private;Some-college;Never-married;Handlers-cleaners;Own-child;White;Male;20;<=50K
57;Private;Some-college;Married-civ-spouse;Craft-repair;Wife;White;Female;40;>50K
30;State-gov;11th;Married-civ-spouse;Transport-moving;Husband;White;Male;40;<=50K
51;Self-emp-not-inc;HS-grad;Married-civ-spouse;Farming-fishing;Husband;White;Male;55;<=50K
54;Self-emp-not-inc;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;35;<=50K
44;Private;Some-college;Divorced;Adm-clerical;Not-in-family;White;Female;40;<=50K
60;Private;Some-college;Married-civ-spouse;Protective-serv;Husband;White;Male;16;>50K
28;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;42;>50K
39;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;50;>50K
55;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
36;Private;Masters;Married-civ-spouse;Prof-specialty;Wife;White;Female;50;>50K
55;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Wife;White;Female;45;>50K
33;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;55;>50K
30;Private;HS-grad;Married-civ-spouse;Adm-clerical;Wife;White;Female;40;>50K
40;Local-gov;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;20;<=50K
30;Private;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;>50K
40;Private;Some-college;Divorced;Tech-support;Not-in-family;White;Male;30;>50K
24;Private;HS-grad;Never-married;Transport-moving;Not-in-family;White;Female;50;<=50K
18;Private;11th;Never-married;Sales;Own-child;White;Male;20;<=50K
18;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;White;Female;25;<=50K
49;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;45;>50K
42;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;50;<=50K
28;Local-gov;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;<=50K
32;Private;Assoc-acdm;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
48;Self-emp-not-inc;Some-college;Separated;Sales;Unmarried;White;Female;50;<=50K
24;Private;7th-8th;Never-married;Priv-house-serv;Own-child;White;Female;32;<=50K
73;Self-emp-not-inc;HS-grad;Married-civ-spouse;Sales;Wife;White;Female;25;<=50K
35;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;Black;Male;40;>50K
23;Private;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male;60;>50K
19;Private;Some-college;Never-married;Priv-house-serv;Not-in-family;White;Female;40;<=50K
27;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;35;<=50K
27;Private;12th;Never-married;Other-service;Not-in-family;White;Male;40;<=50K
41;Self-emp-not-inc;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;>50K
31;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;20;<=50K
64;Self-emp-inc;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
45;Private;12th;Never-married;Other-service;Own-child;White;Male;10;<=50K
47;Private;HS-grad;Married-civ-spouse;Other-service;Wife;White;Female;35;<=50K
22;Private;HS-grad;Never-married;Machine-op-inspct;Other-relative;White;Male;35;<=50K
24;Private;Bachelors;Never-married;Transport-moving;Unmarried;Black;Female;40;<=50K
69;State-gov;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male;20;<=50K
40;Self-emp-not-inc;Assoc-voc;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;>50K
45;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
47;Self-emp-not-inc;Assoc-acdm;Never-married;Farming-fishing;Other-relative;White;Male;45;>50K
31;Private;HS-grad;Never-married;Machine-op-inspct;Not-in-family;White;Female;40;<=50K
48;Private;Assoc-acdm;Divorced;Exec-managerial;Unmarried;White;Female;42;<=50K
41;Private;Bachelors;Married-civ-spouse;Prof-specialty;Wife;Black;Female;35;>50K
34;Private;Bachelors;Never-married;Adm-clerical;Own-child;White;Male;40;<=50K
48;Private;Some-college;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;<=50K
28;Local-gov;Assoc-voc;Married-civ-spouse;Prof-specialty;Wife;White;Female;36;>50K
20;Private;Assoc-acdm;Never-married;Exec-managerial;Own-child;White;Female;40;<=50K
39;Private;Bachelors;Married-civ-spouse;Adm-clerical;Husband;Asian-Pac-Islander;Male;40;>50K
40;Federal-gov;Some-college;Divorced;Exec-managerial;Not-in-family;Black;Female;40;<=50K
28;Private;10th;Never-married;Transport-moving;Not-in-family;White;Male;45;<=50K
20;Private;Some-college;Never-married;Sales;Not-in-family;White;Female;25;<=50K
41;Private;Bachelors;Divorced;Prof-specialty;Not-in-family;Black;Male;40;<=50K
49;Self-emp-inc;Some-college;Married-civ-spouse;Sales;Husband;White;Male;50;>50K
24;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
35;State-gov;HS-grad;Married-civ-spouse;Protective-serv;Husband;White;Male;40;<=50K
22;Private;Some-college;Never-married;Sales;Own-child;White;Male;40;<=50K
23;Private;Bachelors;Never-married;Other-service;Not-in-family;White;Female;30;<=50K
23;Private;HS-grad;Divorced;Exec-managerial;Unmarried;White;Female;40;<=50K
42;Self-emp-not-inc;Assoc-voc;Married-civ-spouse;Transport-moving;Husband;White;Male;80;>50K
34;Private;Some-college;Married-civ-spouse;Prof-specialty;Husband;White;Male;64;>50K
32;Federal-gov;Assoc-voc;Never-married;Tech-support;Own-child;Black;Male;40;<=50K
54;Private;HS-grad;Married-civ-spouse;Adm-clerical;Husband;White;Male;54;>50K
48;Private;Bachelors;Separated;Adm-clerical;Unmarried;Asian-Pac-Islander;Female;40;<=50K
38;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
48;State-gov;Bachelors;Divorced;Adm-clerical;Unmarried;White;Female;40;<=50K
22;Private;5th-6th;Married-civ-spouse;Other-service;Husband;White;Male;40;<=50K
42;Private;Bachelors;Married-civ-spouse;Tech-support;Husband;White;Male;50;>50K
31;Private;Doctorate;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;40;<=50K
27;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Female;50;>50K
57;Private;Masters;Separated;Prof-specialty;Not-in-family;White;Male;32;>50K
46;State-gov;Assoc-voc;Divorced;Tech-support;Not-in-family;White;Female;42;<=50K
44;Federal-gov;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
42;Local-gov;Some-college;Married-civ-spouse;Protective-serv;Husband;White;Male;40;>50K
24;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Male;40;<=50K
38;Private;1st-4th;Married-spouse-absent;Craft-repair;Not-in-family;White;Male;40;<=50K
29;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;52;>50K
38;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;55;<=50K
33;Private;Some-college;Divorced;Exec-managerial;Unmarried;White;Female;40;<=50K
61;Private;HS-grad;Married-civ-spouse;Other-service;Wife;White;Female;4;<=50K
49;Local-gov;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
51;Self-emp-not-inc;Assoc-acdm;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;>50K
42;Private;HS-grad;Divorced;Other-service;Other-relative;Black;Female;35;<=50K
21;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;White;Male;40;<=50K
29;?;HS-grad;Divorced;?;Not-in-family;White;Male;40;<=50K
54;Private;Some-college;Married-civ-spouse;Farming-fishing;Husband;White;Male;50;<=50K
23;Private;Some-college;Never-married;Adm-clerical;Not-in-family;White;Female;30;<=50K
52;Private;10th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
28;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Wife;White;Female;40;>50K
23;Private;Some-college;Divorced;Handlers-cleaners;Own-child;White;Male;40;<=50K
43;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;80;>50K
45;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;50;>50K
51;Self-emp-not-inc;7th-8th;Married-civ-spouse;Exec-managerial;Husband;White;Male;42;<=50K
29;?;HS-grad;Married-spouse-absent;?;Unmarried;Black;Female;42;<=50K
23;Private;Some-college;Never-married;Sales;Own-child;Asian-Pac-Islander;Female;40;<=50K
73;Self-emp-not-inc;Bachelors;Married-civ-spouse;Farming-fishing;Husband;White;Male;30;<=50K
47;Self-emp-not-inc;11th;Divorced;Exec-managerial;Unmarried;White;Female;55;<=50K
61;?;HS-grad;Married-civ-spouse;?;Husband;White;Male;37;<=50K
26;Private;Assoc-voc;Never-married;Exec-managerial;Not-in-family;Black;Female;40;<=50K
40;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;>50K
32;Self-emp-not-inc;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;47;<=50K
39;Private;10th;Divorced;Other-service;Unmarried;Black;Female;40;<=50K
33;Federal-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female;40;<=50K
35;Private;HS-grad;Married-civ-spouse;Farming-fishing;Husband;White;Male;35;<=50K
42;Private;HS-grad;Divorced;Exec-managerial;Own-child;White;Male;40;<=50K
46;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;44;<=50K
33;Private;HS-grad;Never-married;Adm-clerical;Own-child;White;Male;40;<=50K
47;Private;5th-6th;Never-married;Machine-op-inspct;Own-child;White;Male;20;<=50K
33;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;<=50K
26;Private;HS-grad;Divorced;Adm-clerical;Own-child;White;Female;40;<=50K
42;State-gov;Some-college;Divorced;Adm-clerical;Unmarried;Black;Female;40;<=50K
28;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;<=50K
29;Private;5th-6th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
18;Private;12th;Never-married;Sales;Own-child;White;Female;20;<=50K
33;Self-emp-not-inc;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;45;<=50K
36;Private;Bachelors;Widowed;Prof-specialty;Unmarried;White;Female;44;<=50K
33;Private;HS-grad;Married-civ-spouse;Protective-serv;Husband;White;Male;48;>50K
40;Private;HS-grad;Married-spouse-absent;Adm-clerical;Unmarried;White;Female;40;<=50K
57;Self-emp-not-inc;Doctorate;Married-civ-spouse;Sales;Husband;White;Male;40;>50K
40;Private;HS-grad;Divorced;Transport-moving;Unmarried;White;Male;45;<=50K
36;Private;HS-grad;Married-civ-spouse;Tech-support;Husband;White;Male;50;<=50K
45;Private;Bachelors;Never-married;Adm-clerical;Not-in-family;Black;Female;40;>50K
52;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;<=50K
24;Private;HS-grad;Separated;Machine-op-inspct;Not-in-family;White;Male;40;<=50K
30;Private;HS-grad;Married-spouse-absent;Adm-clerical;Not-in-family;White;Female;40;<=50K
28;?;HS-grad;Never-married;?;Own-child;Black;Male;40;<=50K
46;Self-emp-not-inc;Doctorate;Never-married;Prof-specialty;Not-in-family;White;Female;45;<=50K
